1;2023-04-26;IxpHETnkVfydLOSyITx;213.0
2;2023-04-26;eiSrrlHxdvcqJWpc;216.0
3;2023-04-26;DPMZbDWETxFRHFfxm;583.0
4;2023-04-26;DvSEeymSqUMCdeIZ;383.0
5;2023-04-26;MIBfacwqbdGkv;291.0
6;2023-04-26;JbPpVqjQwxUIoLllw;516.0
7;2023-04-26;WVhJxxChsKs;569.0
8;2023-04-26;skOjKluefSYKTVPW;930.0
9;2023-04-26;xKPVlTjfsuA;351.0
10;2023-04-26;iAneCACDNDYyzQGpp;146.0
11;2023-04-26;PCiUqIqwqektVIeLaH;236.0
12;2023-04-26;xkBmNlYxrCTMBc;107.0
13;2023-04-26;kOzXlfKETyXdTeu;541.0
14;2023-04-26;ZjQhgUtwyUinpCAtbSz;588.0
15;2023-04-26;OwLzdpPsZHgxfhnlt;736.0
16;2023-04-26;oNXDLzceslD;216.0
17;2023-04-26;uTpTLIOhZLDixCuH;361.0
18;2023-04-26;OMvBEofZqJFyTiqvRPeX;232.0
19;2023-04-26;tRvfHiskUlFvDV;972.0
20;2023-04-26;ewTEChhkxHUoGA;797.0
21;2023-04-26;YFfYZPVhXz;444.0
22;2023-04-26;YPjJDrirLLBM;435.0
23;2023-04-26;CZGzhJPelThJyYPkTjii;367.0
24;2023-04-26;JsKsBykAcmmtCU;724.0
25;2023-04-26;WCjFzItBdtIJGt;875.0
26;2023-04-26;GUZjAJhLFruGltCB;498.0
27;2023-04-26;QfPrcrniSTgGGT;907.0
28;2023-04-26;IgwJuLlELcFyESrP;914.0
29;2023-04-26;SJdxOYtvgKErPSw;936.0
30;2023-04-26;PgHTZiRbdS;379.0
31;2023-04-26;qcMTrEdNmwnCQFhOhZ;662.0
32;2023-04-26;JMMlCQwtdLdasXyBFu;434.0
33;2023-04-26;DEHIGNNxGElXLJ;972.0
34;2023-04-26;fvzwphvNZvXdkdq;195.0
35;2023-04-26;RamxrqpPQnWrtufJ;418.0
36;2023-04-26;YdEaueCiLIaufTgeMrUw;145.0
37;2023-04-26;wXUlDucGuEmgygYJOtz;537.0
38;2023-04-26;ARQhhPmwepi;616.0
39;2023-04-26;kxZTLfdTobOBzDW;844.0
40;2023-04-26;rgbIkgHbLhAKcPzENkc;290.0
41;2023-04-26;IMfZxKOSImaXjR;747.0
42;2023-04-26;IvVNulPICHNtx;670.0
43;2023-04-26;xEbCIYZSLbbbkiHMq;439.0
44;2023-04-26;sYSkuKDKMxGpbMac;872.0
45;2023-04-26;JeyaFkQYgayRw;308.0
46;2023-04-26;PAKKWrSLqvNu;616.0
47;2023-04-26;UlAoqWUvNWqFnqv;833.0
48;2023-04-26;PIICSDgePjn;290.0
49;2023-04-26;BbzMJNsdJkP;394.0
50;2023-04-26;flmhbYMwIN;203.0
